Employee ID,Office Location,Department,Idea Submission Date,Idea Title,Idea Category,Number of Votes,Collaboration Status,Approval Status,Implementation Status,Security Concern Flag
ec6ec462,USA,Research,20/07/2024,Idea 2311,Smart Cities,437,Cross-Regional Team,Approved,In Progress,No
6e2c4290,Japan,Renewable Energy,29/04/2024,Idea 2312,Circular Economy,14,Cross-Regional Team,Pending,Not Started,No
7ade4469,UK,Infrastructure,25/01/2024,Idea 2313,Carbon Capture,470,Cross-Regional Team,Rejected,Not Started,No
bccfd719,USA,Research,19/07/2024,Idea 2314,Renewable Energy,25,Single Contributor,Approved,Completed,Yes
7b0444ee,Australia,Technology,25/06/2023,Idea 2315,Carbon Capture,67,Cross-Regional Team,Rejected,Not Started,No
8326750b,USA,Environmental Policy,14/06/2024,Idea 2316,Circular Economy,46,Single Contributor,Pending,Not Started,No
40e484c5,China,Renewable Energy,15/01/2024,Idea 2317,Water Management,179,Cross-Regional Team,Pending,Not Started,No
dd8b0e82,Australia,Environmental Policy,20/01/2024,Idea 2318,Water Management,297,Cross-Regional Team,Rejected,Not Started,No
64834462,Canada,Technology,21/01/2024,Idea 2319,Circular Economy,335,Cross-Regional Team,Rejected,Not Started,No
981c7c77,Canada,Environmental Policy,05/06/2024,Idea 2320,Smart Cities,337,Single Contributor,Approved,In Progress,No
df16a35c,Germany,Research,27/11/2024,Idea 2321,Carbon Capture,309,Cross-Regional Team,Pending,Not Started,No
d259efc0,South Africa,Infrastructure,12/11/2023,Idea 2322,Circular Economy,392,Single Contributor,Pending,Not Started,No
a67465d2,China,Infrastructure,22/08/2024,Idea 2323,Carbon Capture,81,Single Contributor,Rejected,Not Started,No
5fa322bb,Brazil,Environmental Policy,11/06/2023,Idea 2324,Circular Economy,269,Cross-Regional Team,Rejected,Not Started,No
989f184d,Canada,Research,01/03/2024,Idea 2325,Water Management,342,Cross-Regional Team,Pending,Not Started,No
aa3f872a,Brazil,Urban Development,25/06/2024,Idea 2326,Sustainable Transport,222,Single Contributor,Approved,Not Started,No
08bf1b5b,Canada,Renewable Energy,23/08/2024,Idea 2327,Circular Economy,388,Single Contributor,Rejected,Not Started,No
5dc38e55,South Africa,Research,14/03/2024,Idea 2328,Carbon Capture,239,Cross-Regional Team,Approved,Not Started,No
bf08cbfd,Australia,Infrastructure,02/01/2025,Idea 2329,Sustainable Transport,460,Cross-Regional Team,Approved,In Progress,No
45edd3f9,Canada,Environmental Policy,12/06/2024,Idea 2330,Carbon Capture,414,Cross-Regional Team,Rejected,Not Started,No
288da7f9,India,Renewable Energy,26/06/2024,Idea 2331,Smart Cities,446,Single Contributor,Pending,Not Started,No
2fd96758,USA,Research,12/06/2024,Idea 2332,Circular Economy,369,Cross-Regional Team,Pending,Not Started,No
508a5486,Germany,Technology,29/01/2025,Idea 2333,Sustainable Transport,154,Single Contributor,Rejected,Not Started,No
2fba8804,Brazil,Renewable Energy,26/08/2024,Idea 2334,Smart Cities,269,Cross-Regional Team,Approved,In Progress,No
15357014,France,Research,17/06/2023,Idea 2335,Renewable Energy,291,Single Contributor,Pending,Not Started,No
273c8e9f,Japan,Technology,06/12/2023,Idea 2336,Water Management,145,Single Contributor,Approved,In Progress,No
e8b09b62,India,Research,10/08/2024,Idea 2337,Smart Cities,154,Single Contributor,Pending,Not Started,No
09c88af4,UK,Research,07/05/2023,Idea 2338,Sustainable Transport,242,Single Contributor,Approved,Completed,No
a858c84c,South Africa,Urban Development,14/06/2023,Idea 2339,Water Management,342,Cross-Regional Team,Pending,Not Started,No
56c61a46,China,Urban Development,21/01/2024,Idea 2340,Carbon Capture,274,Cross-Regional Team,Rejected,Not Started,No
50ab7358,South Africa,Urban Development,28/06/2024,Idea 2341,Renewable Energy,126,Cross-Regional Team,Rejected,Not Started,No
47f4569f,Japan,Infrastructure,09/06/2023,Idea 2342,Carbon Capture,408,Cross-Regional Team,Rejected,Not Started,No
79f75f03,USA,Technology,17/09/2023,Idea 2343,Carbon Capture,139,Single Contributor,Approved,Completed,No
c3296979,Mexico,Infrastructure,16/10/2023,Idea 2344,Carbon Capture,356,Single Contributor,Pending,Not Started,No
5f075f57,USA,Infrastructure,15/09/2024,Idea 2345,Carbon Capture,383,Cross-Regional Team,Pending,Not Started,No
b559160f,Australia,Urban Development,20/09/2023,Idea 2346,Carbon Capture,146,Cross-Regional Team,Rejected,Not Started,No
f4017920,USA,Research,06/01/2024,Idea 2347,Water Management,243,Cross-Regional Team,Pending,Not Started,No
20385a37,USA,Infrastructure,16/09/2023,Idea 2348,Circular Economy,146,Cross-Regional Team,Approved,In Progress,No
5a82559c,South Africa,Research,27/03/2024,Idea 2349,Smart Cities,241,Cross-Regional Team,Pending,Not Started,No
cb37c17d,South Africa,Technology,04/09/2024,Idea 2350,Circular Economy,30,Cross-Regional Team,Approved,Not Started,No
3676af98,Canada,Environmental Policy,10/08/2023,Idea 2351,Smart Cities,365,Single Contributor,Approved,Completed,Yes
98f9c6ed,Mexico,Infrastructure,18/03/2024,Idea 2352,Carbon Capture,457,Single Contributor,Approved,In Progress,No
d6c4730d,India,Environmental Policy,12/11/2024,Idea 2353,Circular Economy,280,Single Contributor,Approved,Not Started,No
4b480c37,UK,Urban Development,24/05/2023,Idea 2354,Circular Economy,42,Cross-Regional Team,Rejected,Not Started,No
3d2c3e3d,Brazil,Renewable Energy,04/07/2023,Idea 2355,Smart Cities,92,Single Contributor,Pending,Not Started,No
58c40e01,China,Environmental Policy,29/11/2023,Idea 2356,Sustainable Transport,183,Single Contributor,Approved,Not Started,No
8c36076f,South Africa,Environmental Policy,18/02/2025,Idea 2357,Renewable Energy,373,Single Contributor,Approved,Not Started,No
c305d78d,Canada,Renewable Energy,11/01/2025,Idea 2358,Circular Economy,223,Cross-Regional Team,Rejected,Not Started,No
5311526,South Africa,Infrastructure,29/10/2024,Idea 2359,Renewable Energy,325,Single Contributor,Approved,Completed,No
b0180f65,China,Environmental Policy,12/09/2023,Idea 2360,Circular Economy,382,Single Contributor,Pending,Not Started,No
325dcb82,Canada,Infrastructure,30/01/2025,Idea 2361,Water Management,324,Single Contributor,Approved,Completed,No
d67a1188,France,Technology,20/07/2024,Idea 2362,Renewable Energy,315,Single Contributor,Pending,Not Started,No
bf443043,China,Infrastructure,23/02/2025,Idea 2363,Circular Economy,98,Cross-Regional Team,Pending,Not Started,No
7f65d8fc,Brazil,Renewable Energy,04/03/2024,Idea 2364,Smart Cities,423,Cross-Regional Team,Pending,Not Started,No
99a342cd,Mexico,Research,29/12/2024,Idea 2365,Renewable Energy,94,Single Contributor,Approved,Not Started,No
d5e85208,France,Research,17/11/2023,Idea 2366,Renewable Energy,222,Single Contributor,Rejected,Not Started,No
4df1f6bb,France,Renewable Energy,11/03/2024,Idea 2367,Circular Economy,403,Single Contributor,Rejected,Not Started,No
c5d5745c,South Africa,Environmental Policy,31/03/2023,Idea 2368,Water Management,302,Cross-Regional Team,Pending,Not Started,No
63fa292a,Germany,Environmental Policy,29/10/2024,Idea 2369,Water Management,302,Cross-Regional Team,Pending,Not Started,No
b208ac64,Brazil,Technology,22/08/2023,Idea 2370,Water Management,238,Cross-Regional Team,Approved,In Progress,No
bae111f1,Japan,Infrastructure,21/01/2025,Idea 2371,Renewable Energy,249,Cross-Regional Team,Pending,Not Started,No
074d9bac,Mexico,Renewable Energy,01/09/2023,Idea 2372,Circular Economy,321,Single Contributor,Rejected,Not Started,No
49db35de,UK,Urban Development,19/01/2024,Idea 2373,Renewable Energy,100,Single Contributor,Pending,Not Started,No
fed43d82,Brazil,Renewable Energy,25/05/2023,Idea 2374,Circular Economy,123,Single Contributor,Approved,Completed,No
d575b54a,Japan,Environmental Policy,23/03/2023,Idea 2375,Renewable Energy,295,Single Contributor,Rejected,Not Started,No
31c58dda,Germany,Environmental Policy,01/01/2024,Idea 2376,Renewable Energy,65,Single Contributor,Approved,Completed,No
8c2aaf93,UK,Infrastructure,04/03/2025,Idea 2377,Carbon Capture,112,Cross-Regional Team,Rejected,Not Started,No
cf5f726f,Australia,Environmental Policy,16/06/2023,Idea 2378,Sustainable Transport,359,Cross-Regional Team,Pending,Not Started,No
8f4aee49,India,Environmental Policy,08/01/2024,Idea 2379,Sustainable Transport,339,Cross-Regional Team,Pending,Not Started,No
aec51d16,UK,Environmental Policy,26/08/2024,Idea 2380,Water Management,400,Cross-Regional Team,Rejected,Not Started,Yes
e2f1b4ee,Mexico,Research,05/05/2023,Idea 2381,Water Management,280,Cross-Regional Team,Pending,Not Started,No
0e8be2a9,Australia,Infrastructure,24/06/2023,Idea 2382,Water Management,181,Cross-Regional Team,Pending,Not Started,Yes
28d229c4,Japan,Renewable Energy,19/05/2023,Idea 2383,Water Management,102,Cross-Regional Team,Rejected,Not Started,No
0278c7d3,Australia,Infrastructure,05/05/2023,Idea 2384,Smart Cities,383,Single Contributor,Rejected,Not Started,No
72ccbb28,Canada,Research,07/01/2024,Idea 2385,Circular Economy,22,Cross-Regional Team,Rejected,Not Started,No
0327b78b,China,Environmental Policy,01/02/2025,Idea 2386,Smart Cities,169,Single Contributor,Approved,Not Started,No
d82cd233,France,Urban Development,04/05/2023,Idea 2387,Water Management,249,Cross-Regional Team,Pending,Not Started,No
2dba3b96,Germany,Research,22/12/2023,Idea 2388,Water Management,7,Cross-Regional Team,Rejected,Not Started,No
42264652,Canada,Technology,10/01/2024,Idea 2389,Circular Economy,498,Single Contributor,Pending,Not Started,No
4e2c7297,Australia,Renewable Energy,07/10/2023,Idea 2390,Smart Cities,343,Single Contributor,Rejected,Not Started,No
90bc47c8,UK,Renewable Energy,19/11/2024,Idea 2391,Circular Economy,154,Cross-Regional Team,Approved,In Progress,No
55374b84,UK,Environmental Policy,15/08/2023,Idea 2392,Carbon Capture,33,Cross-Regional Team,Pending,Not Started,No
05b18c35,Canada,Urban Development,19/06/2023,Idea 2393,Renewable Energy,418,Single Contributor,Rejected,Not Started,No
90a8e0a1,South Africa,Research,10/11/2024,Idea 2394,Smart Cities,407,Cross-Regional Team,Rejected,Not Started,No
87e500bf,Japan,Renewable Energy,16/05/2024,Idea 2395,Renewable Energy,409,Single Contributor,Approved,Completed,No
19faccda,UK,Urban Development,20/07/2023,Idea 2396,Water Management,229,Single Contributor,Pending,Not Started,No
2557f892,Australia,Urban Development,06/12/2023,Idea 2397,Smart Cities,405,Cross-Regional Team,Approved,In Progress,No
805dd2a3,Canada,Urban Development,16/03/2023,Idea 2398,Water Management,37,Single Contributor,Approved,Not Started,No
091cbe7d,UK,Research,24/11/2024,Idea 2399,Sustainable Transport,87,Single Contributor,Approved,Completed,No
94f1c801,Germany,Urban Development,22/09/2024,Idea 2400,Renewable Energy,131,Single Contributor,Approved,Not Started,No
c86e0dbe,Brazil,Technology,08/09/2023,Idea 2401,Sustainable Transport,218,Cross-Regional Team,Rejected,Not Started,No
b8d2581b,USA,Infrastructure,10/11/2024,Idea 2402,Circular Economy,469,Cross-Regional Team,Rejected,Not Started,No
e02e4194,China,Technology,09/04/2023,Idea 2403,Carbon Capture,247,Single Contributor,Rejected,Not Started,No
78af4755,Brazil,Infrastructure,24/01/2025,Idea 2404,Circular Economy,466,Cross-Regional Team,Approved,Not Started,Yes
4d2e270d,Germany,Infrastructure,18/02/2024,Idea 2405,Smart Cities,230,Cross-Regional Team,Pending,Not Started,No
ee4ea6a4,South Africa,Infrastructure,29/03/2024,Idea 2406,Circular Economy,490,Single Contributor,Pending,Not Started,No
8239e496,UK,Technology,07/06/2024,Idea 2407,Carbon Capture,14,Single Contributor,Pending,Not Started,No
fcd92bf5,USA,Environmental Policy,12/11/2024,Idea 2408,Sustainable Transport,429,Cross-Regional Team,Rejected,Not Started,No
1f61fb9a,Japan,Environmental Policy,01/01/2025,Idea 2409,Renewable Energy,207,Single Contributor,Approved,Not Started,No
fd1a3ca6,India,Renewable Energy,27/09/2024,Idea 2410,Renewable Energy,246,Cross-Regional Team,Approved,Completed,No
56eef8c6,Brazil,Technology,11/08/2024,Idea 2411,Carbon Capture,272,Single Contributor,Pending,Not Started,No
b9fbbdb0,France,Technology,16/08/2024,Idea 2412,Sustainable Transport,247,Cross-Regional Team,Rejected,Not Started,No
c69384f0,Germany,Infrastructure,18/05/2024,Idea 2413,Sustainable Transport,341,Cross-Regional Team,Approved,In Progress,No
a0fca509,France,Environmental Policy,10/05/2023,Idea 2414,Sustainable Transport,154,Cross-Regional Team,Approved,Completed,No
e0e02c11,France,Technology,02/03/2025,Idea 2415,Water Management,117,Single Contributor,Pending,Not Started,No
5665ccaf,Australia,Technology,09/03/2024,Idea 2416,Sustainable Transport,317,Cross-Regional Team,Approved,Completed,No
1dadcd43,Brazil,Environmental Policy,09/02/2024,Idea 2417,Carbon Capture,326,Cross-Regional Team,Rejected,Not Started,No
522703ae,Germany,Renewable Energy,31/03/2023,Idea 2418,Circular Economy,57,Cross-Regional Team,Approved,Completed,No
09f45ef4,UK,Urban Development,02/04/2023,Idea 2419,Water Management,326,Cross-Regional Team,Rejected,Not Started,No
0b8dce1a,Australia,Urban Development,21/10/2023,Idea 2420,Renewable Energy,71,Single Contributor,Rejected,Not Started,No
f06661ae,Japan,Research,09/06/2024,Idea 2421,Carbon Capture,317,Cross-Regional Team,Rejected,Not Started,No
fbc51183,Australia,Renewable Energy,15/09/2023,Idea 2422,Sustainable Transport,497,Cross-Regional Team,Pending,Not Started,No
d1806962,Germany,Infrastructure,17/08/2023,Idea 2423,Carbon Capture,272,Single Contributor,Approved,In Progress,No
b19f897a,Japan,Research,19/12/2024,Idea 2424,Water Management,398,Single Contributor,Rejected,Not Started,No
e282798b,Brazil,Research,03/06/2023,Idea 2425,Renewable Energy,262,Single Contributor,Rejected,Not Started,No
fc08f56b,South Africa,Technology,12/12/2023,Idea 2426,Water Management,410,Single Contributor,Rejected,Not Started,No
ac22b31b,Japan,Research,30/09/2024,Idea 2427,Renewable Energy,97,Single Contributor,Approved,In Progress,No
f96a2b39,Brazil,Renewable Energy,19/04/2024,Idea 2428,Carbon Capture,449,Single Contributor,Pending,Not Started,No
c542ea49,Germany,Technology,27/04/2023,Idea 2429,Renewable Energy,393,Single Contributor,Pending,Not Started,No
dd6d7e69,Japan,Renewable Energy,16/07/2023,Idea 2430,Carbon Capture,455,Cross-Regional Team,Pending,Not Started,No
bacbf57f,France,Technology,30/06/2023,Idea 2431,Circular Economy,193,Cross-Regional Team,Approved,In Progress,No
8696a5f8,Brazil,Technology,17/05/2024,Idea 2432,Water Management,254,Cross-Regional Team,Pending,Not Started,No
0b5a7bb6,Germany,Urban Development,13/01/2024,Idea 2433,Water Management,137,Cross-Regional Team,Approved,Completed,No
11040308,France,Infrastructure,02/11/2024,Idea 2434,Smart Cities,299,Cross-Regional Team,Pending,Not Started,No
d431cfb7,China,Technology,22/06/2023,Idea 2435,Renewable Energy,224,Cross-Regional Team,Pending,Not Started,No
ce784181,Japan,Renewable Energy,12/07/2024,Idea 2436,Smart Cities,445,Single Contributor,Pending,Not Started,No
52f9b831,Japan,Renewable Energy,03/10/2024,Idea 2437,Sustainable Transport,60,Single Contributor,Approved,In Progress,No
23a2ca36,Australia,Technology,19/10/2023,Idea 2438,Circular Economy,67,Single Contributor,Rejected,Not Started,No
af4b5daf,Mexico,Infrastructure,23/10/2024,Idea 2439,Sustainable Transport,461,Cross-Regional Team,Rejected,Not Started,No
9eebbd9b,France,Urban Development,15/02/2024,Idea 2440,Sustainable Transport,463,Cross-Regional Team,Pending,Not Started,No
2a752dae,France,Environmental Policy,07/01/2024,Idea 2441,Circular Economy,124,Cross-Regional Team,Rejected,Not Started,No
bb6a6a15,Brazil,Research,31/08/2023,Idea 2442,Carbon Capture,451,Single Contributor,Rejected,Not Started,Yes
d060f5dc,Canada,Infrastructure,21/06/2024,Idea 2443,Circular Economy,94,Cross-Regional Team,Rejected,Not Started,No
a037395c,Germany,Technology,04/10/2024,Idea 2444,Circular Economy,248,Cross-Regional Team,Approved,Not Started,No
ba120eda,USA,Environmental Policy,17/06/2023,Idea 2445,Carbon Capture,31,Single Contributor,Pending,Not Started,No
23734cc5,South Africa,Research,15/04/2024,Idea 2446,Carbon Capture,258,Single Contributor,Rejected,Not Started,No
ffbb8153,USA,Research,17/06/2023,Idea 2447,Renewable Energy,257,Single Contributor,Approved,Completed,No
199eae69,Germany,Renewable Energy,04/09/2024,Idea 2448,Carbon Capture,194,Cross-Regional Team,Approved,In Progress,No
cef3d8cc,France,Technology,08/07/2024,Idea 2449,Renewable Energy,102,Single Contributor,Approved,In Progress,No
a3e25d0a,India,Technology,24/06/2023,Idea 2450,Sustainable Transport,78,Single Contributor,Approved,Not Started,Yes
a52be811,India,Research,23/06/2024,Idea 2451,Renewable Energy,498,Cross-Regional Team,Rejected,Not Started,No
0e029834,Brazil,Infrastructure,06/03/2024,Idea 2452,Renewable Energy,127,Single Contributor,Approved,Not Started,No
cd90e509,UK,Technology,01/11/2024,Idea 2453,Water Management,449,Single Contributor,Rejected,Not Started,No
fbe278ba,USA,Research,21/10/2023,Idea 2454,Sustainable Transport,292,Cross-Regional Team,Approved,Completed,No
c8733bf6,Canada,Research,18/01/2024,Idea 2455,Circular Economy,181,Cross-Regional Team,Pending,Not Started,No
498ed3c1,South Africa,Environmental Policy,22/04/2023,Idea 2456,Renewable Energy,140,Single Contributor,Rejected,Not Started,Yes
c79a208e,Japan,Infrastructure,13/09/2024,Idea 2457,Sustainable Transport,81,Single Contributor,Pending,Not Started,No
69b7424f,Australia,Renewable Energy,17/07/2024,Idea 2458,Renewable Energy,126,Single Contributor,Rejected,Not Started,No
d016780a,Brazil,Renewable Energy,13/06/2024,Idea 2459,Water Management,426,Cross-Regional Team,Approved,In Progress,No
b8dfbbb9,Japan,Urban Development,07/03/2025,Idea 2460,Smart Cities,272,Single Contributor,Rejected,Not Started,No
82994fce,Japan,Infrastructure,11/06/2024,Idea 2461,Sustainable Transport,431,Single Contributor,Rejected,Not Started,No
c3ab2769,Brazil,Urban Development,22/02/2024,Idea 2462,Carbon Capture,266,Single Contributor,Pending,Not Started,No
5fce2903,Brazil,Research,09/06/2023,Idea 2463,Carbon Capture,123,Single Contributor,Pending,Not Started,No
0825d17a,China,Infrastructure,07/01/2024,Idea 2464,Water Management,453,Single Contributor,Pending,Not Started,No
d1a0c5b0,Japan,Research,24/10/2024,Idea 2465,Circular Economy,266,Single Contributor,Approved,Completed,No
f2557861,Brazil,Infrastructure,31/05/2023,Idea 2466,Water Management,287,Single Contributor,Approved,Completed,No
fafb464b,Japan,Research,13/03/2024,Idea 2467,Renewable Energy,392,Cross-Regional Team,Approved,Completed,No
2883a58f,Canada,Urban Development,02/07/2023,Idea 2468,Renewable Energy,187,Single Contributor,Approved,In Progress,No
f4eaf84a,India,Environmental Policy,29/06/2023,Idea 2469,Circular Economy,187,Cross-Regional Team,Approved,Completed,No
7881218c,UK,Renewable Energy,18/09/2024,Idea 2470,Smart Cities,132,Cross-Regional Team,Pending,Not Started,No
4e20a9f8,South Africa,Renewable Energy,10/12/2023,Idea 2471,Renewable Energy,499,Cross-Regional Team,Rejected,Not Started,No
3f0fb8f9,Brazil,Technology,22/08/2024,Idea 2472,Carbon Capture,477,Single Contributor,Rejected,Not Started,No
631acb09,China,Technology,18/04/2024,Idea 2473,Circular Economy,348,Cross-Regional Team,Pending,Not Started,No
486a0c63,Brazil,Urban Development,29/10/2023,Idea 2474,Renewable Energy,430,Cross-Regional Team,Pending,Not Started,No
1891e4ed,Japan,Renewable Energy,10/04/2023,Idea 2475,Circular Economy,210,Single Contributor,Pending,Not Started,No
34bb3bb3,South Africa,Infrastructure,30/04/2024,Idea 2476,Circular Economy,392,Single Contributor,Pending,Not Started,No
d001b892,China,Environmental Policy,05/12/2024,Idea 2477,Water Management,240,Cross-Regional Team,Rejected,Not Started,No
d2d8a0ff,Australia,Infrastructure,10/09/2024,Idea 2478,Circular Economy,175,Single Contributor,Approved,In Progress,No
85378756,Australia,Urban Development,03/10/2024,Idea 2479,Circular Economy,413,Single Contributor,Pending,Not Started,No
3d8b03d6,Australia,Environmental Policy,09/04/2024,Idea 2480,Carbon Capture,149,Cross-Regional Team,Approved,Completed,No
41e18548,Australia,Research,14/06/2023,Idea 2481,Carbon Capture,329,Cross-Regional Team,Pending,Not Started,No
5e29d12a,Mexico,Technology,12/07/2023,Idea 2482,Renewable Energy,39,Cross-Regional Team,Approved,Completed,No
cd34ef5b,China,Infrastructure,20/09/2023,Idea 2483,Carbon Capture,110,Single Contributor,Approved,Not Started,No
286e0658,UK,Urban Development,12/11/2023,Idea 2484,Sustainable Transport,280,Single Contributor,Pending,Not Started,No
af605c75,UK,Renewable Energy,01/10/2023,Idea 2485,Smart Cities,380,Single Contributor,Rejected,Not Started,No
d3b5554f,China,Research,14/05/2024,Idea 2486,Water Management,400,Single Contributor,Rejected,Not Started,No
c47ee0b0,India,Research,02/06/2023,Idea 2487,Smart Cities,298,Single Contributor,Rejected,Not Started,No
ae4b9964,Canada,Research,22/02/2025,Idea 2488,Circular Economy,202,Cross-Regional Team,Rejected,Not Started,No
ad885219,Canada,Environmental Policy,13/10/2023,Idea 2489,Sustainable Transport,210,Cross-Regional Team,Rejected,Not Started,No
cf7496dd,Australia,Technology,31/10/2024,Idea 2490,Carbon Capture,181,Cross-Regional Team,Approved,Not Started,No
8a23c534,India,Renewable Energy,06/05/2023,Idea 2491,Smart Cities,156,Single Contributor,Rejected,Not Started,No
129da032,China,Technology,04/08/2024,Idea 2492,Water Management,0,Cross-Regional Team,Approved,Completed,No
b262526a,India,Renewable Energy,13/09/2024,Idea 2493,Carbon Capture,458,Cross-Regional Team,Rejected,Not Started,No
3d2ddce3,Brazil,Environmental Policy,12/08/2023,Idea 2494,Carbon Capture,485,Cross-Regional Team,Pending,Not Started,No
0cfc882c,France,Technology,12/05/2023,Idea 2495,Carbon Capture,176,Cross-Regional Team,Rejected,Not Started,Yes
3c2cabda,UK,Renewable Energy,07/08/2023,Idea 2496,Circular Economy,455,Cross-Regional Team,Approved,In Progress,No
d4b6b4b3,Mexico,Technology,23/08/2024,Idea 2497,Circular Economy,356,Single Contributor,Rejected,Not Started,No
a7a74ba3,South Africa,Research,21/02/2024,Idea 2498,Sustainable Transport,103,Cross-Regional Team,Approved,In Progress,No
6acdcb45,India,Infrastructure,23/12/2023,Idea 2499,Sustainable Transport,110,Single Contributor,Pending,Not Started,No
01d3e279,South Africa,Research,22/02/2025,Idea 2500,Smart Cities,368,Cross-Regional Team,Approved,Completed,No
e3a7b863,India,Research,30/03/2023,Idea 2501,Smart Cities,45,Single Contributor,Approved,Completed,No
89fe77e0,South Africa,Urban Development,29/01/2025,Idea 2502,Renewable Energy,141,Cross-Regional Team,Approved,Completed,Yes
ac64fc69,India,Infrastructure,14/07/2023,Idea 2503,Sustainable Transport,288,Cross-Regional Team,Rejected,Not Started,No
d1fcaf56,France,Environmental Policy,16/05/2024,Idea 2504,Carbon Capture,25,Cross-Regional Team,Approved,Not Started,No
5b3eb078,India,Research,13/04/2023,Idea 2505,Sustainable Transport,251,Single Contributor,Rejected,Not Started,No
f3fe6a97,USA,Technology,14/07/2024,Idea 2506,Renewable Energy,345,Cross-Regional Team,Pending,Not Started,No
6b86bbb8,UK,Renewable Energy,26/05/2024,Idea 2507,Carbon Capture,10,Single Contributor,Rejected,Not Started,No
cbc81304,UK,Urban Development,11/07/2023,Idea 2508,Renewable Energy,329,Cross-Regional Team,Approved,Not Started,No
96694be7,China,Research,29/12/2023,Idea 2509,Carbon Capture,420,Cross-Regional Team,Approved,Not Started,No
bc0ad7e6,USA,Urban Development,22/02/2025,Idea 2510,Circular Economy,213,Cross-Regional Team,Approved,In Progress,No
5dd3eec3,South Africa,Technology,30/11/2023,Idea 2511,Sustainable Transport,453,Cross-Regional Team,Rejected,Not Started,No
3e0d2902,Australia,Urban Development,18/10/2023,Idea 2512,Sustainable Transport,122,Cross-Regional Team,Approved,Not Started,Yes
bbe5a9e5,Germany,Urban Development,31/03/2024,Idea 2513,Carbon Capture,364,Cross-Regional Team,Pending,Not Started,No
9a7ff534,Australia,Environmental Policy,29/04/2024,Idea 2514,Sustainable Transport,35,Cross-Regional Team,Rejected,Not Started,No
5834bc0f,Mexico,Research,09/02/2024,Idea 2515,Smart Cities,413,Single Contributor,Pending,Not Started,No
121b476c,Japan,Infrastructure,28/03/2023,Idea 2516,Smart Cities,482,Single Contributor,Pending,Not Started,No
fe9d9b0e,Mexico,Environmental Policy,28/09/2023,Idea 2517,Sustainable Transport,412,Single Contributor,Pending,Not Started,Yes
017272cb,USA,Renewable Energy,07/01/2025,Idea 2518,Sustainable Transport,109,Single Contributor,Approved,In Progress,No
7e07e889,USA,Urban Development,04/04/2024,Idea 2519,Renewable Energy,278,Cross-Regional Team,Rejected,Not Started,No
a8f52b3a,Canada,Technology,14/01/2025,Idea 2520,Carbon Capture,68,Single Contributor,Rejected,Not Started,No
ca7a9d57,UK,Research,07/06/2024,Idea 2521,Water Management,376,Cross-Regional Team,Pending,Not Started,No
04dedea1,USA,Research,12/12/2023,Idea 2522,Renewable Energy,256,Cross-Regional Team,Pending,Not Started,No
aae65caa,UK,Urban Development,21/03/2024,Idea 2523,Circular Economy,163,Cross-Regional Team,Approved,Completed,No
49114931,Australia,Environmental Policy,25/03/2023,Idea 2524,Circular Economy,365,Cross-Regional Team,Pending,Not Started,No
72718921,Brazil,Infrastructure,09/03/2024,Idea 2525,Sustainable Transport,428,Cross-Regional Team,Rejected,Not Started,No
a4c26893,Canada,Urban Development,25/08/2024,Idea 2526,Renewable Energy,84,Single Contributor,Rejected,Not Started,No
3e497f3a,USA,Environmental Policy,21/10/2023,Idea 2527,Sustainable Transport,374,Single Contributor,Approved,Not Started,No
7a9d7cc2,UK,Research,05/05/2023,Idea 2528,Carbon Capture,314,Cross-Regional Team,Rejected,Not Started,No
51829fc9,Mexico,Environmental Policy,21/08/2023,Idea 2529,Water Management,192,Single Contributor,Pending,Not Started,Yes
767afb15,Australia,Research,19/05/2023,Idea 2530,Carbon Capture,224,Cross-Regional Team,Rejected,Not Started,Yes
747fc2fb,Canada,Research,01/12/2024,Idea 2531,Renewable Energy,95,Cross-Regional Team,Pending,Not Started,No
fdd54314,USA,Infrastructure,09/04/2023,Idea 2532,Water Management,399,Cross-Regional Team,Pending,Not Started,No
27fa1677,Germany,Renewable Energy,10/04/2024,Idea 2533,Carbon Capture,250,Single Contributor,Rejected,Not Started,No
5eb7004e,UK,Research,19/01/2025,Idea 2534,Smart Cities,126,Cross-Regional Team,Pending,Not Started,No
b3033b48,Mexico,Infrastructure,01/07/2023,Idea 2535,Sustainable Transport,347,Cross-Regional Team,Rejected,Not Started,No
6aaca5d4,Japan,Urban Development,07/01/2024,Idea 2536,Circular Economy,440,Single Contributor,Pending,Not Started,No
92d83271,South Africa,Renewable Energy,21/03/2023,Idea 2537,Renewable Energy,374,Cross-Regional Team,Approved,Completed,Yes
43fb6984,USA,Renewable Energy,24/07/2024,Idea 2538,Smart Cities,79,Single Contributor,Rejected,Not Started,No
d35e6ef2,India,Environmental Policy,24/02/2024,Idea 2539,Carbon Capture,115,Single Contributor,Pending,Not Started,No
4388ffdd,India,Urban Development,24/04/2023,Idea 2540,Circular Economy,29,Single Contributor,Pending,Not Started,Yes
c5a348b7,Brazil,Environmental Policy,09/09/2023,Idea 2541,Circular Economy,498,Single Contributor,Pending,Not Started,No
97493928,China,Research,24/07/2023,Idea 2542,Water Management,165,Single Contributor,Approved,In Progress,No
bcbe8743,China,Environmental Policy,08/04/2024,Idea 2543,Sustainable Transport,495,Single Contributor,Rejected,Not Started,No
f3dcdb2d,India,Research,08/02/2025,Idea 2544,Water Management,445,Single Contributor,Rejected,Not Started,No
