Transaction ID,Customer ID,Book Title,Author,Genre,Purchase Method,Payment Method,Stock Before,Stock After,Loyalty Points,Promotion Applied,Discount Applied,Order Status,Restock Triggered
e11a1643,b2b5a8,Becoming,Michelle Obama,Biography,Online,Cash,26,23,30,"Buy One, Get One Free",0,Completed,No
c7ae98ce,603605,Becoming,Michelle Obama,Biography,Online,Card,33,30,30,Earn 2x Reward Points,0,Completed,No
ecb8683c,ce119b,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,35,33,20,None,0,Completed,No
332d5a6b,2cf006,1984,George Orwell,Dystopian,Online,Cash,24,23,10,"Buy One, Get One Free",0,Completed,No
f17a5e8a,05f2de,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,13,10,30,"Buy 3 Books, Get 1 Free",0,Completed,No
95f68d22,f999e5,Dune,Frank Herbert,Sci-Fi,Online,Card,29,27,20,"Buy 3 Books, Get 1 Free",0,Completed,No
0b2b2bbb,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,50,48,0,None,0,Completed,No
7f075c0c,6b3b0a,The Midnight Library,Matt Haig,Fantasy,Online,Card,37,35,20,Flat 50% Discount,50,Completed,No
8ecc3f02,b5c62f,The Midnight Library,Matt Haig,Fantasy,Online,Cash,46,45,10,"Buy One, Get One Free",0,Completed,No
657f969b,a42a69,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,24,21,30,"Buy One, Get One Free",0,Declined (Insufficient Funds),No
fccade82,9d899e,Becoming,Michelle Obama,Biography,Online,Card,19,16,30,None,0,Completed,No
940c743e,c49061,The Midnight Library,Matt Haig,Fantasy,Online,Cash,49,47,20,Flat 50% Discount,50,Completed,No
0691a0f3,607ac5,Atomic Habits,James Clear,Self-Help,Online,Card,26,24,20,Earn 2x Reward Points,0,Completed,No
950fdf7d,2f2b4a,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,43,40,30,None,0,Completed,No
31f18a7a,93d27b,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,23,22,10,Earn 2x Reward Points,0,Completed,No
0c2423a3,807d2e,1984,George Orwell,Dystopian,Online,Card,20,18,20,Earn 2x Reward Points,0,Completed,No
a2e085ae,9d11e6,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,42,41,10,"Buy One, Get One Free",0,Completed,No
c5311408,40f9a7,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,42,39,30,Flat 50% Discount,50,Declined (Insufficient Funds),No
5f2dd54d,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Online Payment,12,11,0,None,0,Completed,No
b9065b65,6b11f2,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,7,5,20,Earn 2x Reward Points,0,Completed,No
4c4ec663,fc6ac1,Becoming,Michelle Obama,Biography,Online,Card,12,10,20,"Buy One, Get One Free",0,Completed,No
6a902659,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Cash,12,9,0,None,0,Completed,No
4623d7ac,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,39,36,0,None,0,Completed,No
2c571b82,9789ac,Atomic Habits,James Clear,Self-Help,Online,Cash,44,43,10,Flat 50% Discount,50,Completed,No
d179488b,4e344f,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,9,6,30,Earn 2x Reward Points,0,Completed,No
266ee3c5,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,16,13,0,None,0,Completed,No
a32ca152,1.00E+20,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,32,30,20,Earn 2x Reward Points,0,Completed,No
24fd2616,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Cash,12,11,0,None,0,Completed,No
ce2d53ab,dae2f1,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,15,14,10,None,0,Completed,No
af9dff18,8c01f3,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,6,4,20,Flat 50% Discount,50,Completed,Yes
bc49ef5e,7d282e,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,13,10,30,Earn 2x Reward Points,0,Completed,No
a30403ee,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,43,42,0,None,0,Completed,No
37b9ed3d,8081d3,1984,George Orwell,Dystopian,Online,Online Payment,49,47,20,Flat 50% Discount,50,Completed,No
02451fa8,7b5fca,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,29,28,10,Flat 50% Discount,50,Completed,No
9af2ab40,c35856,Atomic Habits,James Clear,Self-Help,Online,Cash,21,20,10,Flat 50% Discount,50,Completed,No
edb5532b,632c60,The Midnight Library,Matt Haig,Fantasy,Online,Cash,41,38,30,"Buy One, Get One Free",0,Completed,No
423a11fb,a068be,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,42,40,20,None,0,Completed,No
a41918eb,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,15,12,0,None,0,Completed,No
496360da,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Cash,35,33,0,None,0,Completed,No
b8383630,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Cash,38,35,0,None,0,Declined (Insufficient Funds),No
b1d76fac,660097,Educated,Tara Westover,Memoir,Online,Cash,18,15,30,Earn 2x Reward Points,0,Completed,No
80c5f977,934a8f,Becoming,Michelle Obama,Biography,Online,Card,21,19,20,"Buy 3 Books, Get 1 Free",0,Completed,No
5b465c84,eaa73f,Dune,Frank Herbert,Sci-Fi,Online,Cash,45,42,30,None,0,Completed,No
713415a7,164250,1984,George Orwell,Dystopian,Online,Online Payment,24,21,30,Earn 2x Reward Points,0,Completed,No
c17b3a76,Guest,Educated,Tara Westover,Memoir,In-Store,Cash,44,41,0,None,0,Declined (Insufficient Funds),No
41be4c4f,d2da7c,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,41,39,20,Earn 2x Reward Points,0,Completed,No
c056de15,231a9d,Atomic Habits,James Clear,Self-Help,Online,Cash,41,38,30,"Buy One, Get One Free",0,Completed,No
d43c464f,d9192f,The Silent Patient,Alex Michaelides,Thriller,Online,Card,29,28,10,"Buy 3 Books, Get 1 Free",0,Completed,No
8a383b55,0a2b0b,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,28,27,10,"Buy 3 Books, Get 1 Free",0,Completed,No
b2972008,6fc07e,1984,George Orwell,Dystopian,Online,Online Payment,19,18,10,"Buy One, Get One Free",0,Completed,No
5d535e67,a70711,Becoming,Michelle Obama,Biography,Online,Online Payment,17,14,30,Earn 2x Reward Points,0,Completed,No
92667d4d,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,20,18,0,None,0,Completed,No
bcad5b15,a26797,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,10,9,10,Flat 50% Discount,50,Completed,No
7f5c4dfb,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Cash,18,15,0,None,0,Completed,No
c5d7222c,cb1a61,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,48,46,20,"Buy One, Get One Free",0,Completed,No
9c07aac4,Guest,1984,George Orwell,Dystopian,In-Store,Card,36,33,0,None,0,Completed,No
78054ef5,e2aa3c,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,29,28,10,Earn 2x Reward Points,0,Completed,No
00802d50,28f749,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,26,24,20,Flat 50% Discount,50,Completed,No
fb32fa51,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Card,19,18,0,None,0,Completed,No
7d74725f,7ea058,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,44,42,20,"Buy One, Get One Free",0,Completed,No
4c5e72c8,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Cash,18,16,0,None,0,Completed,No
e4584fc6,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Cash,47,44,0,None,0,Completed,No
77d8048b,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,27,26,0,None,0,Completed,No
8f2413a6,999afa,1984,George Orwell,Dystopian,Online,Online Payment,40,39,10,Flat 50% Discount,50,Completed,No
4db419e9,799822,Dune,Frank Herbert,Sci-Fi,Online,Card,21,19,20,None,0,Completed,No
282ec6f7,a3f8f3,Atomic Habits,James Clear,Self-Help,Online,Card,12,9,30,"Buy 3 Books, Get 1 Free",0,Completed,No
3c93081a,3.70E+20,Atomic Habits,James Clear,Self-Help,Online,Cash,40,38,20,Earn 2x Reward Points,0,Completed,No
8356b467,9e8520,Becoming,Michelle Obama,Biography,Online,Cash,24,21,30,Flat 50% Discount,50,Completed,No
fd69dced,c3b3a0,Atomic Habits,James Clear,Self-Help,Online,Cash,6,5,10,"Buy One, Get One Free",0,Completed,No
2bc4818b,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,35,34,0,None,0,Completed,No
38094909,6863ed,1984,George Orwell,Dystopian,Online,Card,39,36,30,None,0,Completed,No
8d211938,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,39,37,0,None,0,Completed,No
f1e3e69c,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,40,38,0,None,0,Completed,No
be84c597,88ba7d,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,22,21,10,Flat 50% Discount,50,Completed,No
ae402426,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Cash,28,27,0,None,0,Completed,No
21a5caa8,b5630b,1984,George Orwell,Dystopian,Online,Cash,17,16,10,"Buy 3 Books, Get 1 Free",0,Completed,No
7897e369,21f26f,Educated,Tara Westover,Memoir,Online,Online Payment,44,43,10,"Buy One, Get One Free",0,Completed,No
febd1989,1e649d,Atomic Habits,James Clear,Self-Help,Online,Card,8,7,10,Earn 2x Reward Points,0,Declined (Insufficient Funds),No
a2730a75,6f845e,Dune,Frank Herbert,Sci-Fi,Online,Cash,30,28,20,Earn 2x Reward Points,0,Completed,No
66a83d99,da5fd0,Dune,Frank Herbert,Sci-Fi,Online,Cash,30,28,20,None,0,Declined (Insufficient Funds),No
b3aa6af1,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Cash,24,21,0,None,0,Declined (Insufficient Funds),No
d2623923,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,29,26,0,None,0,Completed,No
00215d16,0a22bb,Dune,Frank Herbert,Sci-Fi,Online,Cash,25,23,20,"Buy 3 Books, Get 1 Free",0,Completed,No
31d4ce16,Guest,1984,George Orwell,Dystopian,In-Store,Cash,47,44,0,None,0,Completed,No
2dff406d,4c61cf,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,40,37,30,Flat 50% Discount,50,Declined (Insufficient Funds),No
248c3e8a,135088,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,26,23,30,None,0,Completed,No
8d57bd80,dd6ba7,The Silent Patient,Alex Michaelides,Thriller,Online,Card,9,8,10,"Buy 3 Books, Get 1 Free",0,Completed,No
3570928b,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,11,10,0,None,0,Completed,No
fe105fb7,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,33,30,0,None,0,Completed,No
a698944f,Guest,1984,George Orwell,Dystopian,In-Store,Card,20,19,0,None,0,Completed,No
87418b16,e8b854,Becoming,Michelle Obama,Biography,Online,Online Payment,18,17,10,"Buy One, Get One Free",0,Completed,No
fc02a50f,e84b9f,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,23,22,10,"Buy 3 Books, Get 1 Free",0,Completed,No
d3e96fd9,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,42,40,0,None,0,Completed,No
25984ece,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,11,8,0,None,0,Completed,No
46bde184,625d5f,1984,George Orwell,Dystopian,Online,Cash,30,29,10,"Buy One, Get One Free",0,Completed,No
e56b1773,107349,Becoming,Michelle Obama,Biography,Online,Cash,22,19,30,None,0,Completed,No
ecd8083d,a9d396,Educated,Tara Westover,Memoir,Online,Cash,25,24,10,"Buy 3 Books, Get 1 Free",0,Completed,No
d0bddd9f,c656e0,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,47,44,30,Earn 2x Reward Points,0,Completed,No
f8133223,1b04de,Becoming,Michelle Obama,Biography,Online,Online Payment,40,39,10,"Buy 3 Books, Get 1 Free",0,Completed,No
ea42df1a,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Online Payment,32,29,0,None,0,Completed,No
18918baa,0f55f4,Dune,Frank Herbert,Sci-Fi,Online,Cash,26,23,30,None,0,Completed,No
a9c6b746,8b911d,Atomic Habits,James Clear,Self-Help,Online,Cash,39,38,10,"Buy One, Get One Free",0,Completed,No
5d13110e,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,12,10,0,None,0,Completed,No
1682e40e,66b46a,Educated,Tara Westover,Memoir,Online,Cash,38,37,10,"Buy One, Get One Free",0,Completed,No
ad99deec,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Cash,35,32,0,None,0,Completed,No
dde243eb,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Card,14,13,0,None,0,Completed,No
67392754,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Card,24,22,0,None,0,Completed,No
a78ab3e5,b97e96,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,6,3,30,"Buy One, Get One Free",0,Completed,Yes
10ea3736,43020c,Dune,Frank Herbert,Sci-Fi,Online,Cash,10,9,10,None,0,Completed,No
fb8805f2,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Cash,36,34,0,None,0,Completed,No
f769a998,3b6792,The Midnight Library,Matt Haig,Fantasy,Online,Cash,11,10,10,Flat 50% Discount,50,Completed,No
019bc62e,fbdd92,Educated,Tara Westover,Memoir,Online,Card,6,4,20,Flat 50% Discount,50,Completed,Yes
1de44bae,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Card,14,12,0,None,0,Completed,No
4f3f6842,a5beb3,The Silent Patient,Alex Michaelides,Thriller,Online,Card,50,47,30,None,0,Completed,No
f04f9fc4,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,35,33,0,None,0,Completed,No
5d75a078,Guest,1984,George Orwell,Dystopian,In-Store,Cash,24,22,0,None,0,Completed,No
c4caf63c,2c139d,Educated,Tara Westover,Memoir,Online,Card,18,16,20,Earn 2x Reward Points,0,Completed,No
731c7e9f,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Card,13,12,0,None,0,Completed,No
aca5a033,2715b0,The Silent Patient,Alex Michaelides,Thriller,Online,Card,5,3,20,Earn 2x Reward Points,0,Completed,Yes
72d0aa06,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Card,35,34,0,None,0,Completed,No
25332d0c,c16494,Dune,Frank Herbert,Sci-Fi,Online,Card,5,3,20,Flat 50% Discount,50,Completed,Yes
60176410,f92a9d,The Midnight Library,Matt Haig,Fantasy,Online,Card,24,22,20,"Buy 3 Books, Get 1 Free",0,Completed,No
22080155,11484c,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,46,43,30,None,0,Completed,No
61bae334,d4568a,1984,George Orwell,Dystopian,Online,Cash,34,33,10,None,0,Completed,No
20027fa0,1c0a0f,Becoming,Michelle Obama,Biography,Online,Card,40,38,20,"Buy One, Get One Free",0,Completed,No
c6c5fc89,4c6280,Atomic Habits,James Clear,Self-Help,Online,Cash,44,42,20,Earn 2x Reward Points,0,Completed,No
d7ef469b,4d3ea1,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,32,29,30,Flat 50% Discount,50,Completed,No
a8ab4fd9,18ed29,Educated,Tara Westover,Memoir,Online,Cash,41,38,30,"Buy 3 Books, Get 1 Free",0,Completed,No
740d004a,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Cash,32,30,0,None,0,Completed,No
37e00a09,827e8d,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,17,14,30,"Buy One, Get One Free",0,Completed,No
600f869f,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Cash,41,38,0,None,0,Completed,No
ed5f76e2,584a53,Dune,Frank Herbert,Sci-Fi,Online,Cash,46,45,10,Flat 50% Discount,50,Completed,No
9a610527,67e0f2,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,9,7,20,"Buy One, Get One Free",0,Completed,No
13d1c4c5,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,37,35,0,None,0,Completed,No
fb8bd70f,96292,Educated,Tara Westover,Memoir,Online,Online Payment,38,35,30,Flat 50% Discount,50,Completed,No
bbf62d4e,03e8d2,1984,George Orwell,Dystopian,Online,Cash,24,23,10,Flat 50% Discount,50,Completed,No
edd501db,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Online Payment,49,47,0,None,0,Completed,No
158fae3f,736b22,Atomic Habits,James Clear,Self-Help,Online,Online Payment,38,35,30,"Buy One, Get One Free",0,Completed,No
f64e71c5,70567b,Becoming,Michelle Obama,Biography,Online,Card,9,8,10,Flat 50% Discount,50,Completed,No
8babbfb6,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Cash,41,38,0,None,0,Completed,No
ec7fa2e8,d275bd,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,26,25,10,Flat 50% Discount,50,Completed,No
4c4e5342,37043b,Dune,Frank Herbert,Sci-Fi,Online,Cash,43,41,20,"Buy 3 Books, Get 1 Free",0,Completed,No
82156136,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Online Payment,7,5,0,None,0,Completed,No
0df40a02,77a8cf,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,13,12,10,Flat 50% Discount,50,Completed,No
4bc8c2f9,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,30,27,0,None,0,Completed,No
9bf36e66,4a4f61,The Midnight Library,Matt Haig,Fantasy,Online,Card,15,13,20,None,0,Declined (Insufficient Funds),No
1146ed33,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Cash,16,14,0,None,0,Completed,No
0b1efa2c,793f8c,The Midnight Library,Matt Haig,Fantasy,Online,Card,46,43,30,"Buy One, Get One Free",0,Completed,No
b8616a65,8554c2,1984,George Orwell,Dystopian,Online,Card,15,14,10,"Buy 3 Books, Get 1 Free",0,Completed,No
c0ea1701,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Cash,47,45,0,None,0,Completed,No
7c167666,9e8ce2,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,40,37,30,"Buy One, Get One Free",0,Completed,No
d58c6732,266907,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,26,24,20,"Buy One, Get One Free",0,Completed,No
89e4ef3f,be6cd6,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,9,6,30,"Buy One, Get One Free",0,Completed,No
aa98a15c,Guest,Educated,Tara Westover,Memoir,In-Store,Cash,17,15,0,None,0,Declined (Insufficient Funds),No
de86f09a,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,17,14,0,None,0,Completed,No
e195de8b,465630,Educated,Tara Westover,Memoir,Online,Card,46,44,20,"Buy One, Get One Free",0,Completed,No
e3c1506d,e5de0f,Educated,Tara Westover,Memoir,Online,Card,25,23,20,Earn 2x Reward Points,0,Completed,No
9cbb1765,57193,1984,George Orwell,Dystopian,Online,Card,18,16,20,Flat 50% Discount,50,Completed,No
94818475,80a955,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,35,33,20,Earn 2x Reward Points,0,Completed,No
5b1e73d0,3cae48,Atomic Habits,James Clear,Self-Help,Online,Online Payment,28,25,30,"Buy One, Get One Free",0,Completed,No
169094af,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Cash,46,43,0,None,0,Completed,No
91fd6657,4f7621,The Midnight Library,Matt Haig,Fantasy,Online,Cash,21,19,20,None,0,Completed,No
09e5113b,995592,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,23,21,20,"Buy 3 Books, Get 1 Free",0,Completed,No
b84c791f,Guest,Educated,Tara Westover,Memoir,In-Store,Cash,18,16,0,None,0,Completed,No
9f04f957,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,43,40,0,None,0,Completed,No
f64d1adb,db14b7,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,13,10,30,Earn 2x Reward Points,0,Completed,No
b5caa0e6,Guest,Educated,Tara Westover,Memoir,In-Store,Card,32,30,0,None,0,Completed,No
4014482,6d3e56,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,27,25,20,None,0,Completed,No
7547bb26,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Cash,38,36,0,None,0,Completed,No
9d31af33,Guest,1984,George Orwell,Dystopian,In-Store,Cash,22,20,0,None,0,Completed,No
10235f73,b33374,Atomic Habits,James Clear,Self-Help,Online,Cash,48,47,10,Earn 2x Reward Points,0,Completed,No
cefb38ec,1a422a,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,30,28,20,None,0,Completed,No
3bf85ad4,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Online Payment,22,20,0,None,0,Completed,No
aaaa9de0,4d8d85,1984,George Orwell,Dystopian,Online,Online Payment,39,38,10,Earn 2x Reward Points,0,Completed,No
7913017c,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Card,39,38,0,None,0,Completed,No
5cc180a7,afaae9,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,9,7,20,Flat 50% Discount,50,Completed,No
fc3af9a7,eb906f,1984,George Orwell,Dystopian,Online,Online Payment,9,8,10,Flat 50% Discount,50,Completed,No
7f13bf94,5430b0,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,50,49,10,"Buy 3 Books, Get 1 Free",0,Completed,No
8086df93,05f96e,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,30,29,10,"Buy One, Get One Free",0,Completed,No
2983201a,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Cash,19,18,0,None,0,Completed,No
29ceb1e2,991ab4,1984,George Orwell,Dystopian,Online,Card,21,20,10,"Buy One, Get One Free",0,Completed,No
5f7bbc36,a543ca,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,26,23,30,None,0,Completed,No
609c195c,1d145b,Atomic Habits,James Clear,Self-Help,Online,Card,43,42,10,None,0,Completed,No
0f36b226,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,6,3,0,None,0,Completed,Yes
6c994f78,08402d,The Silent Patient,Alex Michaelides,Thriller,Online,Card,19,17,20,"Buy 3 Books, Get 1 Free",0,Completed,No
ac8be6b2,d7e509,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,31,30,10,Flat 50% Discount,50,Completed,No
7ef92d5e,044c6d,Dune,Frank Herbert,Sci-Fi,Online,Card,17,15,20,Earn 2x Reward Points,0,Completed,No
472c34c7,9e7a96,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,14,13,10,None,0,Completed,No
caa2cc14,ade169,Atomic Habits,James Clear,Self-Help,Online,Online Payment,28,27,10,"Buy One, Get One Free",0,Completed,No
964b22cd,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Card,9,7,0,None,0,Completed,No
23d6d3ef,738507,Atomic Habits,James Clear,Self-Help,Online,Cash,22,19,30,"Buy 3 Books, Get 1 Free",0,Completed,No
a42f1efc,Guest,Educated,Tara Westover,Memoir,In-Store,Card,17,15,0,None,0,Completed,No
bbdc8f4d,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,12,11,0,None,0,Completed,No
e94de578,9a5001,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,26,25,10,"Buy One, Get One Free",0,Completed,No
1a54605a,5dd66c,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,20,18,20,"Buy 3 Books, Get 1 Free",0,Completed,No
d2a5283c,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,38,36,0,None,0,Completed,No
5022626a,005ba5,The Midnight Library,Matt Haig,Fantasy,Online,Card,10,8,20,None,0,Completed,No
ae20cf4a,738249,Becoming,Michelle Obama,Biography,Online,Card,19,16,30,None,0,Completed,No
28df4fb0,ef56dd,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,31,30,10,"Buy One, Get One Free",0,Completed,No
44304933,1e3c57,Dune,Frank Herbert,Sci-Fi,Online,Cash,12,10,20,Flat 50% Discount,50,Completed,No
a5068452,4b747e,Becoming,Michelle Obama,Biography,Online,Card,12,11,10,"Buy 3 Books, Get 1 Free",0,Completed,No
d04ec654,d9f7fb,Atomic Habits,James Clear,Self-Help,Online,Online Payment,48,46,20,Earn 2x Reward Points,0,Completed,No
4a9c4dca,d57919,Dune,Frank Herbert,Sci-Fi,Online,Cash,31,28,30,"Buy 3 Books, Get 1 Free",0,Completed,No
df7e4c8c,0bc40a,Educated,Tara Westover,Memoir,Online,Cash,25,24,10,Flat 50% Discount,50,Completed,No
e6424aa3,e8322b,The Midnight Library,Matt Haig,Fantasy,Online,Cash,43,42,10,Earn 2x Reward Points,0,Completed,No
dee4a178,4c788a,1984,George Orwell,Dystopian,Online,Cash,25,23,20,"Buy 3 Books, Get 1 Free",0,Completed,No
d827ba92,780c9b,Educated,Tara Westover,Memoir,Online,Online Payment,18,16,20,None,0,Completed,No
29898267,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,41,39,0,None,0,Completed,No
5ece706b,dfae75,1984,George Orwell,Dystopian,Online,Online Payment,25,22,30,"Buy 3 Books, Get 1 Free",0,Completed,No
2c9d89b6,2337ef,Becoming,Michelle Obama,Biography,Online,Cash,31,29,20,Flat 50% Discount,50,Completed,No
76aa043b,abd8f3,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,18,17,10,"Buy One, Get One Free",0,Completed,No
0de269f0,c9bd78,The Midnight Library,Matt Haig,Fantasy,Online,Card,14,13,10,"Buy 3 Books, Get 1 Free",0,Completed,No
d2238323,e84d7e,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,11,8,30,Earn 2x Reward Points,0,Completed,No
d0d07394,e8458c,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,32,31,10,"Buy One, Get One Free",0,Completed,No
3faf257f,2327b6,Dune,Frank Herbert,Sci-Fi,Online,Cash,23,20,30,None,0,Completed,No
770c1ad9,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,44,41,0,None,0,Completed,No
fd77be60,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Card,40,39,0,None,0,Completed,No
ce1c8e68,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Online Payment,50,47,0,None,0,Completed,No
48a1ba65,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Online Payment,8,5,0,None,0,Completed,No
9506338e,c284de,The Midnight Library,Matt Haig,Fantasy,Online,Cash,29,28,10,"Buy One, Get One Free",0,Completed,No
c631e0d5,ea45eb,The Midnight Library,Matt Haig,Fantasy,Online,Card,9,7,20,"Buy 3 Books, Get 1 Free",0,Completed,No
85166e9c,a281c9,Becoming,Michelle Obama,Biography,Online,Online Payment,43,42,10,"Buy 3 Books, Get 1 Free",0,Completed,No
23a4f03d,dc81a4,Dune,Frank Herbert,Sci-Fi,Online,Card,42,39,30,"Buy One, Get One Free",0,Completed,No
22e4a8d2,e5d0bf,Atomic Habits,James Clear,Self-Help,Online,Card,27,24,30,Earn 2x Reward Points,0,Completed,No
a898e242,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Card,46,44,0,None,0,Completed,No
